winery,name,country,region,winetype,grape,rate,price,price_f,topic1,topic2,bold,tannic,sweet,acidic,link,img,full_name,wine_id
Famille Perrin,Gigondas La Gille 2014,프랑스,Gigondas,Red wine,Grenache,3.9,"₩73,131",73131.0,black fruit,oaky,0.7280879075181179,0.538459157823067,0.14606707969229063,0.5707292607081954,https://www.vivino.com/famille-perrin-gigondas-la-gille/w/1670585?year=2014&price_id=19327051,https://images.vivino.com/thumbs/lMmMYT1fRh2KcbI4OGBdNw_pb_x600.png,Famille Perrin/Gigondas La Gille 2014,347
Silver Buckle,Ranchero Red 2010,미국,Central Coast,Red wine,Blend,3.9,"₩33,241",33241.0,oaky,earthy,1.0,0.6101590005762277,0.1799844323142375,0.7329080148460225,https://www.vivino.com/silver-buckle-ranchero-red/w/1499816?year=2010&price_id=2754659,https://images.vivino.com/thumbs/xAWhc-28QTO4sxJO-STmag_pb_x600.png,Silver Buckle/Ranchero Red 2010,739
Rhiannon,Red Blend 2013,미국,California,Red wine,Blend,3.9,"₩60,000",60000.0,oaky,red fruit,1.0,0.5580494318039468,0.38767498791820826,0.6885357942956498,https://www.vivino.com/rhiannon-red-blend/w/2424371?year=2013&price_id=24530230,https://images.vivino.com/thumbs/7cflqMfATUeb8FKLqaIEjQ_pb_x600.png,Rhiannon/Red Blend 2013,707
Orben,Orben 2011,스페인,Rioja,Red wine,Tempranillo,3.9,"₩100,000",100000.0,oaky,black fruit,0.7593412551650992,0.7983187704387731,0.15017647338440698,0.6748239542582003,https://www.vivino.com/orben-orben/w/77816?year=2011&price_id=23466086,https://images.vivino.com/thumbs/EJ1rAqpeTMmIJH9VQUbRUw_pb_x600.png,Orben/Orben 2011,609
Caricature,Red 2013,미국,California,Red wine,Blend,3.9,"₩100,000",100000.0,oaky,black fruit,1.0,0.6723989795903328,0.3461552173534142,0.719129300832581,https://www.vivino.com/caricature-red/w/1389159?year=2013&price_id=23353766,https://images.vivino.com/thumbs/fBTv2pqEQf6_0xKqRFRrNw_pb_x600.png,Caricature/Red 2013,130
Elvio Cogno,Barolo Cascina Nuova 2015,이탈리아,Barolo,Red wine,Nebbiolo,3.9,"₩108,589",108589.0,earthy,red fruit,0.7128526752023259,0.9646997793828317,0.11844830181504164,0.9954980439362022,https://www.vivino.com/elvio-cogno-barolo-cascina-nuova/w/21058?year=2015&price_id=23905354,https://images.vivino.com/thumbs/Lt4YWtKbTSq9nYZyYDhw5Q_pb_x600.png,Elvio Cogno/Barolo Cascina Nuova 2015,335
Martin Ray,Napa Valley Cabernet Sauvignon 2018,미국,Napa Valley,Red wine,Cabernet Sauvignon,3.9,"₩60,000",60000.0,oaky,black fruit,0.971782063075076,0.6015907426265674,0.12785249122584633,0.5703240044136825,https://www.vivino.com/us-martin-ray-napa-valley-cabernet-sauvignon/w/1115609?year=2018&price_id=25660918,https://images.vivino.com/thumbs/KCYkzdYnTSe-nLZR4soSmw_pb_x600.png,Martin Ray/Napa Valley Cabernet Sauvignon 2018,529
Prunotto,Barbaresco 2009,이탈리아,Barbaresco,Red wine,Nebbiolo,3.9,"₩120,000",120000.0,red fruit,oaky,0.6543691638695568,0.8171043886163307,0.04909485592958494,0.9926184505299762,https://www.vivino.com/prunotto-barbaresco/w/61144?year=2009&price_id=23467525,https://images.vivino.com/thumbs/R6Z8wBpDSjezE_5Jz-T2fQ_pb_x600.png,Prunotto/Barbaresco 2009,678
Banfi,Cum Laude 2009,이탈리아,Toscana,Red wine,Cabernet Sauvignon,3.9,"₩53,186",53186.0,black fruit,oaky,0.5610935218896747,0.4567998573430736,0.12317465913502293,0.4580385862841475,https://www.vivino.com/banfi-cum-laude/w/1631892?year=2009&price_id=2754450,https://images.vivino.com/thumbs/p3ENqhQkQJy7NoXC8WqN-Q_pb_x600.png,Banfi/Cum Laude 2009,66
Planeta,Burdese 2014,이탈리아,Menfi,Red wine,Blend,3.9,"₩46,472",46472.0,oaky,earthy,0.9572525637521621,0.5115960333121607,0.5714568660228326,0.25459725147958673,https://www.vivino.com/planeta-burdese/w/4998?year=2014&price_id=23049367,https://images.vivino.com/thumbs/ebpS9Bg9Tm2JPwcfcgFpEg_pb_x600.png,Planeta/Burdese 2014,641
Montes,Syrah 2007,칠레,Colchagua Valley,Red wine,Shiraz/Syrah,3.9,"₩43,436",43436.0,black fruit,oaky,1.0,0.44331524085883,0.1870742653874492,0.20289163072190458,https://www.vivino.com/montes-syrah-colchagua-valley/w/71334?year=2007&price_id=14650519,https://images.vivino.com/thumbs/CIsEW5FMToKKK18Kmg4-Zw_pb_x600.png,Montes/Syrah 2007,591
Matias Riccitelli,Tinto De La Casa Malbec 2016,아르헨티나,Mendoza,Red wine,Malbec,3.9,"₩70,000",70000.0,black fruit,oaky,0.6950360790183179,0.38583835260724686,0.4920339399317082,0.4389861905239576,https://www.vivino.com/riccitelli-tinto-de-la-casa-malbec/w/3944881?year=2016&price_id=24530246,https://images.vivino.com/thumbs/k-mmriipTkC0EH5fYW0ZXQ_pb_x600.png,Matías Riccitelli/Tinto De La Casa Malbec 2016,570
Dom Bella,Dao Tinto 2012,포르투갈,Dão,Red wine,Touriga Nacional,3.9,"₩71,802",71802.0,black fruit,oaky,0.7207763619413626,0.7396894264395748,0.14900453958470325,0.6941077339753234,https://www.vivino.com/dom-bella-dao-tinto/w/1548076?year=2012&price_id=17601239,https://images.vivino.com/thumbs/5OdK5ZqkTYa-snG8oRgeUg_pb_x600.png,Dom Bella/Dão Tinto 2012,302
Balbas,Ribera del Duero Reserva 2001,스페인,Ribera del Duero,Red wine,Blend,3.9,"₩73,131",73131.0,oaky,black fruit,0.7444803901716941,0.611377774109831,0.08641154940066391,0.719129300832581,https://www.vivino.com/balbas-ribera-del-duero-reserva/w/1164713?year=2001&price_id=16245126,https://images.vivino.com/thumbs/PXlu8fQlRZiYCiXs2RKhxg_pb_x600.png,Balbas/Ribera del Duero Reserva 2001,64
A to Z Wineworks,The Essence Of Oregon Pinot Noir 2015,미국,Oregon,Red wine,Pinot Noir,3.9,"₩80,000",80000.0,red fruit,oaky,0.21559169071491885,0.1445374039681615,0.10233376642925616,0.7030313973317283,https://www.vivino.com/a-to-z-wineworks-the-essence-of-oregon-pinot-noir/w/5267221?year=2015&price_id=24530302,https://images.vivino.com/thumbs/2yfsVWgoTdufQYNQlIT25w_pb_x600.png,A to Z Wineworks/The Essence Of Oregon Pinot Noir 2015,1
Maison de Grand Esprit,La Mysteriale Chateauneuf-du-Pape 2016,프랑스,Châteauneuf-du-Pape,Red wine,Blend,3.9,"₩81,996",81996.0,oaky,red fruit,0.9401872317218631,0.49973546572033634,0.07262048121182352,0.492998963453372,https://www.vivino.com/grand-esprit-la-mysteriale-chateauneuf-du-pape/w/6202556?year=2016&price_id=22366943,https://images.vivino.com/thumbs/1S2rOgL1Q0udN5K_GHCz0Q_pb_x600.png,Maison de Grand Esprit/La Mystèriale Châteauneuf-du-Pape 2016,503
Wirra Wirra,Woodhenge Shiraz 2014,호주,Fleurieu,Red wine,Shiraz/Syrah,3.9,"₩64,267",64267.0,oaky,black fruit,1.0,0.5527336928248575,0.3881305308858132,0.4455398401711974,https://www.vivino.com/wirra-wirra-vineyards-woodhenge-shiraz/w/1829715?year=2014&price_id=14650383,https://images.vivino.com/thumbs/d9Co93x-StKjI7virVom0w_pb_x600.png,Wirra Wirra/Woodhenge Shiraz 2014,828
Vina Real,Rioja Gran Reserva 2012,스페인,Rioja,Red wine,Tempranillo,3.9,"₩86,428",86428.0,oaky,earthy,0.7012940841236257,0.7007623597931473,0.15656655284694548,0.6800026749590397,https://www.vivino.com/es-vina-real-rioja-gran-reserva/w/1498830?year=2012&price_id=25110763,https://images.vivino.com/thumbs/MyhG-1VyTCWcAxTDuhJC4g_pb_x600.png,Viña Real/Rioja Gran Reserva 2012,816
Magnifico,Rosso Fuoco Primitivo 2018,이탈리아,Puglia,Red wine,Primitivo,3.9,"₩120,000",120000.0,oaky,black fruit,0.7796114750161035,0.21957376822081165,0.7948472148499085,0.06913030394222086,https://www.vivino.com/il-magnifico-rosso-fuoco-primitivo/w/2782012?year=2018&price_id=23466052,https://images.vivino.com/thumbs/df5QN_4hTa6FxGcB_722Yw_pb_x600.png,Magnifico/Rosso Fuoco Primitivo 2018,500
Vasse Felix,Cabernet Sauvignon 2010,호주,Margaret River,Red wine,Cabernet Sauvignon,3.9,"₩84,212",84212.0,black fruit,oaky,0.7674167124402387,0.6760081408766621,0.12138655395609357,0.5855605711037549,https://www.vivino.com/vasse-felix-cabernet-sauvignon/w/13828?year=2010&price_id=17623586,https://images.vivino.com/thumbs/XPYUDnkiTeKoE69I9n0YhA_pb_x600.png,Vasse Felix/Cabernet Sauvignon 2010,810
Domaine Lafage,Bastide Miraflors Vieilles Vignes Syrah - Grenache 2019,프랑스,Côtes Catalanes,Red wine,Shiraz/Syrah,3.9,"₩32,000",32000.0,black fruit,oaky,0.751747669342086,0.6171253155621316,0.134172060559486,0.6955709365700338,https://www.vivino.com/domaine-lafage-bastide-miraflors-vieilles-vignes-syrah-grenache/w/2347332?year=2019&price_id=24542778,https://images.vivino.com/thumbs/k3FEAgoCS8GTlOA36BGNlQ_pb_x600.png,Domaine Lafage/Bastide Miraflors Vieilles Vignes Syrah - Grenache 2019,307
Chateau Mercier,Cuvee Prestige Cotes de Bourg 2010,프랑스,Côtes de Bourg,Red wine,Blend,3.9,"₩68,256",68256.0,earthy,oaky,0.7402662282859048,0.6953095640563494,0.2991213962590019,0.7057545056341324,https://www.vivino.com/chateau-mercier-cuvee-prestige-cotes-de-bourg-bordeaux/w/1492600?year=2010&price_id=14650561,https://images.vivino.com/thumbs/1Nm7yvgOSXiQCv3Dkmf1lg_pb_x600.png,Château Mercier/Cuvée Prestige Côtes de Bourg 2010,230
Chateau Mercier,Cuvee Prestige Cotes de Bourg 2012,프랑스,Côtes de Bourg,Red wine,Blend,3.9,"₩48,754",48754.0,earthy,oaky,0.7402662282859048,0.6953095640563494,0.2991213962590019,0.7057545056341324,https://www.vivino.com/chateau-mercier-cuvee-prestige-cotes-de-bourg-bordeaux/w/1492600?year=2012&price_id=14650432,https://images.vivino.com/thumbs/1Nm7yvgOSXiQCv3Dkmf1lg_pb_x600.png,Château Mercier/Cuvée Prestige Côtes de Bourg 2012,231
Errazuriz,Aconcagua Costa Syrah 2017,칠레,Aconcagua Costa,Red wine,Shiraz/Syrah,3.9,"₩100,000",100000.0,black fruit,oaky,0.941396336992816,0.4425415333556356,0.11089381491487288,0.3178854448791253,https://www.vivino.com/errazuriz-aconcagua-costa-syrah/w/1435721?year=2017&price_id=21493570,https://images.vivino.com/thumbs/AFyce1ZwRNmb6aVg7X-e8w_pb_x600.png,Errazuriz/Aconcagua Costa Syrah 2017,341
Masi,Campofiorin Rosso Veronese 2004,이탈리아,Rosso Veronese,Red wine,Corvina,3.9,"₩44,322",44322.0,red fruit,oaky,0.7376216266943124,0.4007745917403407,0.36058206507530327,0.22699568662854847,https://www.vivino.com/it-masi-campofiorin-rosso-veronese/w/21948?year=2004&price_id=2805033,https://images.vivino.com/thumbs/689IWVpMRbyC2Zy1JeBeMw_pb_x600.png,Masi/Campofiorin Rosso Veronese 2004,555
Tyrrell's,Lunatiq Heathcote Shiraz 2016,호주,Heathcote,Red wine,Shiraz/Syrah,3.9,"₩120,000",120000.0,oaky,black fruit,0.9916602090411477,0.4882624887443979,0.4051698184958368,0.44395893937874076,https://www.vivino.com/tyrrells-wines-lunatiq-heathcote-shiraz/w/1395183?year=2016&price_id=21493550,https://images.vivino.com/thumbs/RvF7TSOaSW-gDNCNPC5Ghw_pb_x600.png,Tyrrell's/Lunatiq Heathcote Shiraz 2016,804
A to Z Wineworks,The Essence Of Oregon Pinot Noir 2016,미국,Oregon,Red wine,Pinot Noir,3.9,"₩80,000",80000.0,red fruit,oaky,0.21559169071491885,0.1445374039681615,0.10233376642925616,0.7030313973317283,https://www.vivino.com/a-to-z-wineworks-the-essence-of-oregon-pinot-noir/w/5267221?year=2016&price_id=24530303,https://images.vivino.com/thumbs/2yfsVWgoTdufQYNQlIT25w_pb_x600.png,A to Z Wineworks/The Essence Of Oregon Pinot Noir 2016,2
Kendall-Jackson,Grand Reserve Cabernet Sauvignon 2015,미국,Sonoma County,Red wine,Chardonnay,3.9,"₩176,000",176000.0,oaky,black fruit,1.0,0.6241859491769961,0.11483941120081126,0.44435884575517437,https://www.vivino.com/kendall-jackson-grand-reserve-cabernet-sauvignon/w/2130?year=2015&price_id=23467490,https://images.vivino.com/thumbs/y35eEPuaQJuA0Ly5A3OMrw_pb_x600.png,Kendall-Jackson/Grand Reserve Cabernet Sauvignon 2015,473
Clay Creek Vineyards,Red Blend 2017,미국,Lodi,Red wine,,3.9,"₩50,000",50000.0,oaky,earthy,0.9984924126747114,0.5992416192740116,0.1346489942403524,0.6574260206640585,https://www.vivino.com/clay-creek-vineyards-red-blend/w/7902910?year=2017&price_id=29506031,https://images.vivino.com/thumbs/f58DNxkYQOGB1WnobdbJ2Q_pb_x600.png,Clay Creek Vineyards/Red Blend 2017,253
Forefront,Cabernet Sauvignon 2009,미국,California,Red wine,Cabernet Sauvignon,3.9,"₩64,267",64267.0,oaky,black fruit,1.0,0.6169985749044654,0.049522076008334456,0.4451051593272477,https://www.vivino.com/forefront-cabernet-sauvignon/w/2306497?year=2009&price_id=14541724,https://images.vivino.com/thumbs/qaVMRvYZQkuRKpsMrDIEIg_pb_x600.png,Forefront/Cabernet Sauvignon 2009,360
Wente Vineyards,Riva Ranch Pinot Noir (Reliz Creek) 2012,미국,Arroyo Seco,Red wine,Pinot Noir,3.9,"₩61,164",61164.0,red fruit,oaky,0.4911500703266721,0.14742591198008698,0.17821811397288925,0.5774701574882134,https://www.vivino.com/wente-vineyards-riva-ranch-pinot-noir-reliz-creek/w/4426980?year=2012&price_id=16013243,https://images.vivino.com/thumbs/0jkQEkP-QW6Fr6uRfopMXQ_pb_x600.png,Wente Vineyards/Riva Ranch Pinot Noir (Reliz Creek) 2012,824
Martin Ray,Napa Valley Cabernet Sauvignon 2016,미국,Napa Valley,Red wine,Cabernet Sauvignon,3.9,"₩60,000",60000.0,oaky,black fruit,0.971782063075076,0.6015907426265674,0.12785249122584633,0.5703240044136825,https://www.vivino.com/us-martin-ray-napa-valley-cabernet-sauvignon/w/1115609?year=2016&price_id=25660916,https://images.vivino.com/thumbs/o3kn5qVdS5WbmU28IsRBAw_pb_x600.png,Martin Ray/Napa Valley Cabernet Sauvignon 2016,527
Michele Chiarlo,Barbaresco Reyna 2007,이탈리아,Barbaresco,Red wine,Nebbiolo,3.9,"₩93,076",93076.0,red fruit,earthy,0.7079479573772686,0.8289369553651825,0.035816768734699696,1.0,https://www.vivino.com/michele-chiarlo-barbaresco-reyna/w/86557?year=2007&price_id=7944078,https://images.vivino.com/thumbs/X8jLy6x9RE-DdvCARr33qA_pb_x600.png,Michele Chiarlo/Barbaresco Reyna 2007,575
Prunotto,Barbaresco 2007,이탈리아,Barbaresco,Red wine,Nebbiolo,3.9,"₩120,000",120000.0,,,0.6543691638695568,0.8171043886163307,0.04909485592958494,0.9926184505299762,https://www.vivino.com/prunotto-barbaresco/w/61144?year=2007&price_id=23467523,https://images.vivino.com/thumbs/R6Z8wBpDSjezE_5Jz-T2fQ_pb_x600.png,Prunotto/Barbaresco 2007,677
Louis Latour,Santenay Rouge 2016,프랑스,Santenay,Red wine,Pinot Noir,3.9,"₩100,000",100000.0,red fruit,earthy,0.29173749818665823,0.16754672824887146,0.01583916956497627,0.7220690808172,https://www.vivino.com/louis-latour-santenay-rouge/w/7369?year=2016&price_id=23466044,https://images.vivino.com/thumbs/Ialit9oBRcq1FGI9vNyJpA_pb_x600.png,Louis Latour/Santenay Rouge 2016,492
Masseria La Volpe,1 Uno Primitivo di Manduria 2015,이탈리아,Primitivo di Manduria,Red wine,Primitivo,3.9,"₩100,000",100000.0,black fruit,oaky,0.7706393068234895,0.17416819074763717,0.8394567551080231,0.06376433610860333,https://www.vivino.com/la-volpe-one-uno-primitivo-di-manduria/w/3390935?year=2015&price_id=30003935,https://images.vivino.com/thumbs/-E6x68ySQLy-3SDbEy51aQ_pb_x600.png,Masseria La Volpe/1 Uno Primitivo di Manduria 2015,559
Pierre Amadieu,Cairanne Les Hautes Rives Rouge 2018,프랑스,Cairanne,Red wine,Blend,3.9,"₩56,289",56289.0,black fruit,spices,0.7438252473575168,0.4843630029282986,0.014790331397605824,0.5639081151569867,https://www.vivino.com/pierre-amadieu-cairanne-les-hautes-rives-rouge/w/3766493?year=2018&price_id=21290613,https://images.vivino.com/thumbs/nn54_4-kQ2u39TNVFppHKQ_pb_x600.png,Pierre Amadieu/Cairanne Les Hautes Rives Rouge 2018,640
Maison de Grand Esprit,La Mysteriale Chateauneuf-du-Pape 2015,프랑스,Châteauneuf-du-Pape,Red wine,Blend,3.9,"₩81,996",81996.0,oaky,red fruit,0.9401872317218631,0.49973546572033634,0.07262048121182352,0.492998963453372,https://www.vivino.com/grand-esprit-la-mysteriale-chateauneuf-du-pape/w/6202556?year=2015&price_id=18691336,https://images.vivino.com/thumbs/1S2rOgL1Q0udN5K_GHCz0Q_pb_x600.png,Maison de Grand Esprit/La Mystèriale Châteauneuf-du-Pape 2015,502
Casa Silva,Gran Terroir de Los Andes Los Lingues Cabernet Sauvignon 2014,칠레,Colchagua Valley,Red wine,Cabernet Sauvignon,3.9,"₩47,868",47868.0,oaky,black fruit,0.8165966899099028,0.5183294991828175,0.28463909113236097,0.42615976192864546,https://www.vivino.com/casa-silva-gran-terroir-de-los-andes-los-lingues-cabernet-sauvignon/w/1144477?year=2014&price_id=16730304,https://images.vivino.com/thumbs/U4gtLcWCRo28zZR6sZ84sg_pb_x600.png,Casa Silva/Gran Terroir de Los Andes Los Lingues Cabernet Sauvignon 2014,137
Jean-Louis Trocard,Chateau Trocard Bordeaux Superieur 2016,프랑스,Bordeaux Supérieur,Red wine,Blend,3.9,"₩53,186",53186.0,oaky,black fruit,0.7520335038517464,0.6464731464547248,0.019636377680771335,0.6836392817734978,https://www.vivino.com/jean-louis-trocard-chateau-trocard-bordeaux-superieur/w/1171732?year=2016&price_id=23261029,https://images.vivino.com/thumbs/oLYFfqvKSRWCe09WoVPnRw_pb_x600.png,Jean-Louis Trocard/Château Trocard Bordeaux Supérieur 2016,455
Glaetzer,Wallace (Shiraz - Grenache) 2006,호주,Barossa Valley,Red wine,Shiraz/Syrah,3.9,"₩44,322",44322.0,black fruit,oaky,1.0,0.5425237012398477,0.27501921202950336,0.4516333968636105,https://www.vivino.com/glaetzer-wallace-shiraz-grenache/w/79378?year=2006&price_id=14539543,https://images.vivino.com/thumbs/2K6hwoqQSe2AH0woN8yqFQ_pb_x600.png,Glaetzer/Wallace (Shiraz - Grenache) 2006,397
Penfolds,Bin 28 Shiraz 2003,호주,Barossa Valley,Red wine,Shiraz/Syrah,3.9,"₩57,619",57619.0,oaky,black fruit,1.0,0.5138375744785579,0.39800987141804584,0.437000033436988,https://www.vivino.com/penfolds-bin-28-shiraz-barossa-valley/w/1244?year=2003&price_id=2895186,https://images.vivino.com/thumbs/qMM4cuzGQzeMrOFRsP2lpg_pb_x600.png,Penfolds/Bin 28 Shiraz 2003,630
Prunotto,Barbaresco 2006,이탈리아,Barbaresco,Red wine,Nebbiolo,3.9,"₩120,000",120000.0,red fruit,oaky,0.6543691638695568,0.8171043886163307,0.04909485592958494,0.9926184505299762,https://www.vivino.com/prunotto-barbaresco/w/61144?year=2006&price_id=23467522,https://images.vivino.com/thumbs/R6Z8wBpDSjezE_5Jz-T2fQ_pb_x600.png,Prunotto/Barbaresco 2006,676
Amici,Cabernet Sauvignon 2009,미국,Napa Valley,Red wine,Cabernet Sauvignon,3.9,"₩200,000",200000.0,oaky,black fruit,0.9990868472744479,0.5887648828164721,0.13376444863455947,0.5719717791821313,https://www.vivino.com/amici-cellars-cabernet-sauvignon/w/1107951?year=2009&price_id=25130616,https://images.vivino.com/thumbs/uNizkHVUT4GBmUkkjqtGmA_pb_x600.png,Amici/Cabernet Sauvignon 2009,19
Kalleske,Moppa Shiraz 2015,호주,South Australia,Red wine,Shiraz/Syrah,3.9,"₩81,996",81996.0,oaky,black fruit,1.0,0.472993186952786,0.43122885686443835,0.42114020129066776,https://www.vivino.com/kalleske-moppa-shiraz/w/16366?year=2015&price_id=21687581,https://images.vivino.com/thumbs/WnKy6IrtQxKl-pKHYjUd9g_pb_x600.png,Kalleske/Moppa Shiraz 2015,466
Errazuriz,Villa Don Maximiano 2016,칠레,Aconcagua Valley,Red wine,Blend,3.9,"₩150,000",150000.0,oaky,black fruit,0.8932129860435609,0.6264584386435211,0.2993630320939924,0.558336175477313,https://www.vivino.com/errazuriz-villa-don-maximiano-aconcagua-valley/w/7104708?year=2016&price_id=21723286,https://images.vivino.com/thumbs/DUtt8LWnSgCcfqzqjAXYmA_pb_x600.png,Errazuriz/Villa Don Maximiano 2016,343
Vina Zorzal,Senora de las Alturas 2012,스페인,Navarra,Red wine,Garnacha,3.9,"₩70,000",70000.0,black fruit,earthy,0.6567759916212546,0.3958980238773503,0.3168994557251848,0.5051325776574046,https://www.vivino.com/vina-zorzal-senora-de-las-alturas/w/2481271?year=2012&price_id=30003989,https://images.vivino.com/thumbs/weCSk7uiTeWTpr2-jt1odQ_pb_x600.png,Viña Zorzal/Señora de las Alturas 2012,818
Cape of Good Hope,Basson Pinotage 2015,남아프리카,Swartland,Red wine,Pinotage,3.9,"₩53,186",53186.0,oaky,black fruit,0.6838113831190439,0.5031368312772362,0.36488595580837085,0.4598334837997793,https://www.vivino.com/cape-of-good-hope-basson-pinotage/w/1421623?year=2015&price_id=22331239,https://images.vivino.com/thumbs/E-EJlSRqSayo_mEMVsj8HQ_pb_x600.png,Cape of Good Hope/Basson Pinotage 2015,129
Hardys,Eileen Hardy Shiraz 2015,호주,McLaren Vale,Red wine,Shiraz/Syrah,3.9,"₩250,000",250000.0,oaky,black fruit,0.9909203276776464,0.5137064126351593,0.354850146169874,0.41968234861403686,https://www.vivino.com/hardys-eileen-hardy-shiraz/w/27514?year=2015&price_id=24530197,https://images.vivino.com/thumbs/QUt8VAtpReSyCk89aVTLig_pb_x600.png,Hardys/Eileen Hardy Shiraz 2015,419
Vignobles Vellas,Little Fuck Malbec 2018,프랑스,Cahors,Red wine,Malbec,3.9,"₩42,106",42106.0,black fruit,oaky,0.7668867803183462,0.5962587926331255,0.1345402581146067,0.4250924532718092,https://www.vivino.com/vignobles-vellas-little-fuck-malbec/w/6675781?year=2018&price_id=28384690,https://images.vivino.com/thumbs/ukMGn1FlRkCZGgsVYtne1w_pb_x600.png,Vignobles Vellas/Little Fuck Malbec 2018,812
Hardys,HRB Shiraz 2017,호주,South Australia,Red wine,Shiraz/Syrah,3.9,"₩90,000",90000.0,oaky,black fruit,0.9470422009358423,0.5367791072447022,0.3057901491804188,0.45026649279432907,https://www.vivino.com/hardys-hrb-shiraz/w/2006793?year=2017&price_id=25130578,https://images.vivino.com/thumbs/edFW1S7eRp2BRiASbgfgCA_pb_x600.png,Hardys/HRB Shiraz 2017,422
