winery,name,country,region,winetype,grape,rate,price,price_f,topic1,topic2,bold,tannic,sweet,acidic,link,img,full_name,wine_id
Clos Mogador,Manyetes 2014,스페인,Priorat,Red wine,Carignan,4.3,"₩390,000",390000.0,black fruit,oaky,1.0,0.5950827572282702,0.38540321494497837,0.5925622763901428,https://www.vivino.com/clos-mogador-manyetes/w/1188549?year=2014&price_id=23466008,https://images.vivino.com/thumbs/L1aQIMTNTqO27_mh0MrgJQ_pb_x600.png,Clos Mogador/Manyetes 2014,260
Podere le Ripi,Cielo d'Ulisse Brunello di Montalcino 2015,이탈리아,Brunello di Montalcino,Red wine,Sangiovese,4.3,"₩200,000",200000.0,red fruit,earthy,0.49092873829485545,0.716697786901795,0.10073976216695847,0.719129300832581,https://www.vivino.com/podere-le-ripi-cielo-d-ulisse-brunello-di-montalcino-brunello-di-montalcino/w/6349308?year=2015&price_id=29630048,https://images.vivino.com/thumbs/w7gdfFXlQBmmWk82P2BtIg_pb_x600.png,Podere le Ripi/Cielo d'Ulisse Brunello di Montalcino 2015,655
Domaine de Marcoux,Chateauneuf-du-Pape 2018,프랑스,Châteauneuf-du-Pape,Red wine,Blend,4.3,"₩300,000",300000.0,red fruit,earthy,0.9757217732414125,0.4024163253756903,0.21324956624386998,0.4863824522686997,https://www.vivino.com/domaine-de-marcoux-chateauneuf-du-pape/w/1099112?year=2018&price_id=23466016,https://images.vivino.com/thumbs/ijGqpsVrQnm_3kqJguX1jA_pb_x600.png,Domaine de Marcoux/Châteauneuf-du-Pape 2018,322
Chateau Clerc Milon,Pauillac (Grand Cru Classe) 2018,프랑스,Pauillac,Red wine,Carménère,4.3,"₩350,000",350000.0,oaky,black fruit,0.8500810644375959,0.932164273577078,0.14963893268263312,0.8354244825626107,https://www.vivino.com/chateau-clerc-milon-pauillac-grand-cru-classe/w/4089?year=2018&price_id=25696273,https://images.vivino.com/thumbs/EXWfBa0WQJyv7rwSGDh-xQ_pb_x600.png,Château Clerc Milon/Pauillac (Grand Cru Classé) 2018,207
Buoncristiani,O.P.C Proprietary Red 2016,미국,Napa Valley,Red wine,Blend,4.3,"₩200,000",200000.0,oaky,black fruit,1.0,0.5727867175790765,0.14654361724883738,0.7119002240278195,https://www.vivino.com/buoncristiani-family-winery-o-p-c-proprietary-red/w/1795039?year=2016&price_id=26901924,https://images.vivino.com/thumbs/P-FZ_VPBSySqA21c4Yso8g_pb_x600.png,Buoncristiani/O.P.C Proprietary Red 2016,125
Contino,Rioja Gran Reserva 2013,스페인,Rioja,Red wine,Blend,4.3,"₩400,000",400000.0,oaky,black fruit,0.7192637155982042,0.638713965494119,0.1584497278625924,0.6736483097602568,https://www.vivino.com/contino-rioja-gran-reserva/w/1387012?year=2013&price_id=23467326,https://images.vivino.com/thumbs/iScU3kclS5-2E5fUsol7iw_pb_x600.png,Contino/Rioja Gran Reserva 2013,277
Chimney Rock,Elevage 2006,미국,Stags Leap District,Red wine,Cabernet Sauvignon,4.3,"₩360,000",360000.0,oaky,black fruit,0.997080946688955,0.6112392436235448,0.1008892990976288,0.6931781857090313,https://www.vivino.com/chimney-rock-winery-elevage/w/836?year=2006&price_id=25130652,https://images.vivino.com/thumbs/NlbQmg7IRIya0f46mh0WzQ_pb_x600.png,Chimney Rock/Elevage 2006,178
Chimney Rock,Elevage 2010,미국,Stags Leap District,Red wine,Cabernet Sauvignon,4.3,"₩360,000",360000.0,oaky,black fruit,0.997080946688955,0.6112392436235448,0.1008892990976288,0.6931781857090313,https://www.vivino.com/chimney-rock-winery-elevage/w/836?year=2010&price_id=25130656,https://images.vivino.com/thumbs/NlbQmg7IRIya0f46mh0WzQ_pb_x600.png,Chimney Rock/Elevage 2010,182
Errazuriz,La Cumbre Syrah 2016,칠레,Aconcagua Valley,Red wine,Shiraz/Syrah,4.3,"₩200,000",200000.0,black fruit,oaky,1.0,0.4408688514201584,0.2848252695625995,0.2366135018557528,https://www.vivino.com/errazuriz-la-cumbre-syrah/w/1978?year=2016&price_id=21493497,https://images.vivino.com/thumbs/Z_ZTtufyQN2T2tz72h0mxg_pb_x600.png,Errazuriz/La Cumbre Syrah 2016,342
Amici,Reserve Cabernet Sauvignon 2012,미국,Napa Valley,Red wine,Cabernet Sauvignon,4.3,"₩300,000",300000.0,oaky,black fruit,1.0,0.6081768356394729,0.2548426198078005,0.5390416959240312,https://www.vivino.com/amici-cellars-reserve-cabernet-sauvignon/w/1867171?year=2012&price_id=25130588,https://images.vivino.com/thumbs/lzTAXi6YQMyjhphltGYEwQ_pb_x600.png,Amici/Reserve Cabernet Sauvignon 2012,28
Chimney Rock,Elevage 2014,미국,Stags Leap District,Red wine,Cabernet Sauvignon,4.3,"₩360,000",360000.0,oaky,black fruit,0.997080946688955,0.6112392436235448,0.1008892990976288,0.6931781857090313,https://www.vivino.com/chimney-rock-winery-elevage/w/836?year=2014&price_id=25130660,https://images.vivino.com/thumbs/NlbQmg7IRIya0f46mh0WzQ_pb_x600.png,Chimney Rock/Elevage 2014,186
Hartford Court,Land's Edge Vineyard Pinot Noir 2015,미국,Sonoma Coast,Red wine,Pinot Noir,4.3,"₩240,000",240000.0,red fruit,oaky,0.504914393196734,0.10119357277492774,0.211783906261141,0.5577824589560972,https://www.vivino.com/hartford-court-land-s-edge-vineyard-pinot-noir/w/1411375?year=2015&price_id=23467462,https://images.vivino.com/thumbs/0BnMkVQiTyGVM1LvyliG3w_pb_x600.png,Hartford Court/Land's Edge Vineyard Pinot Noir 2015,432
Man O' War,Ironclad 2013,뉴질랜드,Waiheke Island,Red wine,Blend,4.3,"₩89,661",89661.0,oaky,black fruit,0.7906464577452489,0.6845174496832219,0.14191292395205313,0.698352893971311,https://www.vivino.com/man-o-war-ironclad/w/1125551?year=2013&price_id=17673779,https://images.vivino.com/thumbs/f0yl9lMMR4emOoWXeWDHrA_pb_x600.png,Man O' War/Ironclad 2013,516
Chimney Rock,Elevage 2011,미국,Stags Leap District,Red wine,Cabernet Sauvignon,4.3,"₩360,000",360000.0,oaky,black fruit,0.997080946688955,0.6112392436235448,0.1008892990976288,0.6931781857090313,https://www.vivino.com/chimney-rock-winery-elevage/w/836?year=2011&price_id=25130657,https://images.vivino.com/thumbs/NlbQmg7IRIya0f46mh0WzQ_pb_x600.png,Chimney Rock/Elevage 2011,183
Chimney Rock,Elevage 2015,미국,Stags Leap District,Red wine,Cabernet Sauvignon,4.3,"₩360,000",360000.0,oaky,black fruit,0.997080946688955,0.6112392436235448,0.1008892990976288,0.6931781857090313,https://www.vivino.com/chimney-rock-winery-elevage/w/836?year=2015&price_id=25130661,https://images.vivino.com/thumbs/NlbQmg7IRIya0f46mh0WzQ_pb_x600.png,Chimney Rock/Elevage 2015,187
Clos Mogador,Manyetes 2003,스페인,Priorat,Red wine,Cariñena,4.3,"₩390,000",390000.0,black fruit,oaky,1.0,0.5950827572282702,0.38540321494497837,0.5925622763901428,https://www.vivino.com/clos-mogador-manyetes/w/1188549?year=2003&price_id=23466011,https://images.vivino.com/thumbs/L1aQIMTNTqO27_mh0MrgJQ_pb_x600.png,Clos Mogador/Manyetes 2003,258
Salentein,Primus Malbec (Primum) 2003,아르헨티나,Tunuyán,Red wine,Malbec,4.3,"₩31,912",31912.0,oaky,black fruit,0.774518308775385,0.3975191253126146,0.4465291587111699,0.341689905373324,https://www.vivino.com/salentein-primus-malbec-primum/w/9998?year=2003&price_id=2895285,https://images.vivino.com/thumbs/KyB8bahIRmW0SjBNHCE0Rg_pb_x600.png,Salentein/Primus Malbec (Primum) 2003,730
Ruffino,Romitorio di Santedame Toscana 2000,이탈리아,Toscana,Red wine,Sangiovese,4.3,"₩159,559",159559.0,oaky,black fruit,0.6133038510635257,0.4775381658858361,0.3435328743572883,0.465008192062059,https://www.vivino.com/ruffino-romitorio-di-santedame-toscana/w/1168441?year=2000&price_id=2805029,https://images.vivino.com/thumbs/-f9xxBHzQxOq_A-d6u4umA_pb_x600.png,Ruffino/Romitorio di Santedame Toscana 2000,723
Robert Mondavi Winery,Reserve Cabernet Sauvignon 2014,미국,Oakville,Red wine,Blend,4.3,"₩310,254",310254.0,oaky,black fruit,1.0,0.6231381281583845,0.2153549670028442,0.5632567626308221,https://www.vivino.com/robert-mondavi-winery-reserve-cabernet-sauvignon/w/2448?year=2014&price_id=16911881,https://images.vivino.com/thumbs/qJgStdGtSW2Jme2mKGfPmw_pb_x600.png,Robert Mondavi Winery/Reserve Cabernet Sauvignon 2014,714
Amici,Reserve Cabernet Sauvignon 2017,미국,Napa Valley,Red wine,Cabernet Sauvignon,4.3,"₩300,000",300000.0,oaky,black fruit,1.0,0.6081768356394729,0.2548426198078005,0.5390416959240312,https://www.vivino.com/amici-cellars-reserve-cabernet-sauvignon/w/1867171?year=2017&price_id=25130593,https://images.vivino.com/thumbs/lzTAXi6YQMyjhphltGYEwQ_pb_x600.png,Amici/Reserve Cabernet Sauvignon 2017,33
Chimney Rock,Cabernet Sauvignon 2001,미국,Stags Leap District,Red wine,Cabernet Sauvignon,4.3,"₩360,000",360000.0,oaky,black fruit,1.0,0.5727867175790765,0.07617213186186353,0.5656321262580667,https://www.vivino.com/chimney-rock-winery-cabernet-sauvignon/w/835?year=2001&price_id=25130667,https://images.vivino.com/thumbs/x9gLcGMXRTOwjoPHoSldGw_pb_x600.png,Chimney Rock/Cabernet Sauvignon 2001,156
Podere le Ripi,Cielo d'Ulisse Brunello di Montalcino 2017,이탈리아,Brunello di Montalcino,Red wine,Sangiovese,4.3,"₩200,000",200000.0,red fruit,earthy,0.49092873829485545,0.716697786901795,0.10073976216695847,0.719129300832581,https://www.vivino.com/podere-le-ripi-cielo-d-ulisse-brunello-di-montalcino-brunello-di-montalcino/w/6349308?year=2017&price_id=29630050,https://images.vivino.com/thumbs/w7gdfFXlQBmmWk82P2BtIg_pb_x600.png,Podere le Ripi/Cielo d'Ulisse Brunello di Montalcino 2017,657
Freemark Abbey,Sycamore Vineyard Cabernet Sauvignon 2016,미국,Rutherford,Red wine,Cabernet Sauvignon,4.3,"₩400,000",400000.0,oaky,black fruit,1.0,0.616382556359065,0.13300329575433956,0.560068211455512,https://www.vivino.com/freemark-abbey-sycamore-vineyard-cabernet-sauvignon/w/11299?year=2016&price_id=23467437,https://images.vivino.com/thumbs/D6S-l4mIQyyAh-beKCGOxw_pb_x600.png,Freemark Abbey/Sycamore Vineyard Cabernet Sauvignon 2016,385
Clos Dubreuil,Saint-Emilion Grand Cru 2015,프랑스,Saint-Émilion Grand Cru,Red wine,Blend,4.3,"₩400,000",400000.0,black fruit,oaky,0.8849174614910722,0.7031836958460012,0.22084128883008644,0.579293142073762,https://www.vivino.com/clos-dubreuil-saint-emilion-grand-cru/w/1212586?year=2015&price_id=21493484,https://images.vivino.com/thumbs/vhTA-SB4QrqPUx0qKvJHdw_pb_x600.png,Clos Dubreuil/Saint-Émilion Grand Cru 2015,256
Burn Cottage,Burn Cottage Vineyard Pinot Noir 2019,뉴질랜드,Central Otago,Red wine,Pinot Noir,4.3,"₩57,578",57578.0,red fruit,earthy,0.24655161532543457,0.17073292943345447,0.18056277382093597,0.7307640351757113,https://www.vivino.com/burn-cottage-burn-cottage-vineyard-pinot-noir/w/1759418?year=2019&price_id=26188569,https://images.vivino.com/thumbs/lp_i9-IqQBuSROzuUqqo2g_pb_x600.png,Burn Cottage/Burn Cottage Vineyard Pinot Noir 2019,127
Contino,Rioja Gran Reserva 2005,스페인,Rioja,Red wine,Blend,4.3,"₩400,000",400000.0,oaky,black fruit,0.7192637155982042,0.638713965494119,0.1584497278625924,0.6736483097602568,https://www.vivino.com/contino-rioja-gran-reserva/w/1387012?year=2005&price_id=23467332,https://images.vivino.com/thumbs/iScU3kclS5-2E5fUsol7iw_pb_x600.png,Contino/Rioja Gran Reserva 2005,272
Dom Bella,Pinot Noir 2012,포르투갈,Dão,Red wine,Pinot Noir,4.3,"₩160,446",160446.0,red fruit,spices,0.6915706517773026,0.695731050429518,0.23743295595889816,0.7106242685658876,https://www.vivino.com/dom-bella-pinot-noir/w/1949419?year=2012&price_id=17601321,https://images.vivino.com/thumbs/LWDfDIbkSgyLOcx155PY6g_pb_x600.png,Dom Bella/Pinot Noir 2012,303
Chimney Rock,Cabernet Sauvignon 2018,미국,Stags Leap District,Red wine,Cabernet Sauvignon,4.3,"₩360,000",360000.0,oaky,black fruit,1.0,0.5727867175790765,0.07617213186186353,0.5656321262580667,https://www.vivino.com/chimney-rock-winery-cabernet-sauvignon/w/835?year=2018&price_id=25130684,https://images.vivino.com/thumbs/x9gLcGMXRTOwjoPHoSldGw_pb_x600.png,Chimney Rock/Cabernet Sauvignon 2018,173
Hardys,Eileen Hardy Shiraz 2008,호주,McLaren Vale,Red wine,Shiraz/Syrah,4.3,"₩250,000",250000.0,oaky,black fruit,0.9909203276776464,0.5137064126351593,0.354850146169874,0.41968234861403686,https://www.vivino.com/hardys-eileen-hardy-shiraz/w/27514?year=2008&price_id=24542765,https://images.vivino.com/thumbs/q-Ps9Nh6QeatNInuAcL6OA_pb_x600.png,Hardys/Eileen Hardy Shiraz 2008,418
Hardys,Eileen Hardy Shiraz 2005,호주,McLaren Vale,Red wine,Shiraz/Syrah,4.3,"₩250,000",250000.0,oaky,black fruit,0.9909203276776464,0.5137064126351593,0.354850146169874,0.41968234861403686,https://www.vivino.com/hardys-eileen-hardy-shiraz/w/27514?year=2005&price_id=24542763,https://images.vivino.com/thumbs/q-Ps9Nh6QeatNInuAcL6OA_pb_x600.png,Hardys/Eileen Hardy Shiraz 2005,416
Domaine des Perdrix,Vosne-Romanee 2017,프랑스,Vosne-Romanée,Red wine,Pinot Noir,4.3,"₩280,000",280000.0,red fruit,earthy,0.49496709930965904,0.419616211603844,0.1676443675082988,0.7781174975758183,https://www.vivino.com/domaine-des-perdrix-vosne-romanee/w/1162372?year=2017&price_id=21493493,https://images.vivino.com/thumbs/KZo7qO31TQupcVW7nBvIZQ_pb_x600.png,Domaine des Perdrix/Vosne-Romanée 2017,326
Stonyridge Vineyard,Larose Red Blend 2012,뉴질랜드,Waiheke Island,Red wine,Blend,4.3,"₩411,321",411321.0,black fruit,oaky,0.7693884646551084,0.6994153718733005,0.13546025684700885,0.7069100879392783,https://www.vivino.com/stonyridge-vineyard-larose-red-blend/w/1631901?year=2012&price_id=18747862,https://images.vivino.com/thumbs/zvZMN1UGTtyNk_LC4p9zPA_pb_x600.png,Stonyridge Vineyard/Larose Red Blend 2012,758
Man O' War,Dreadnought 2018,뉴질랜드,Waiheke Island,Red wine,Shiraz/Syrah,4.3,"₩48,529",48529.0,black fruit,oaky,0.7722885466491405,0.6669786058822401,0.11963013872273674,0.578990871702277,https://www.vivino.com/man-o-war-dreadnought/w/1125553?year=2018&price_id=25020259,https://images.vivino.com/thumbs/4JSMzqtwTjqu8u6Yoo88RQ_pb_x600.png,Man O' War/Dreadnought 2018,513
Bernhard Huber,Alte Reben Spatburgunder 2003,독일,Baden,Red wine,Spätburgunder,4.3,"₩84,212",84212.0,red fruit,earthy,0.0,0.1896172874257056,0.17825594384541646,0.8821372922727122,https://www.vivino.com/bernhard-huber-alte-reben-spatburgunder/w/63914?year=2003&price_id=2754446,https://images.vivino.com/thumbs/nxnADVKNSZGed7sfemEPDg_pb_x600.png,Bernhard Huber/Alte Reben Spätburgunder 2003,93
Trinity Hill,Homage Syrah 2015,뉴질랜드,Hawke's Bay,Red wine,Shiraz/Syrah,4.3,"₩134,908",134908.0,black fruit,oaky,0.7091064724695203,0.7053132336405075,0.13864351187976834,0.6121309392449927,https://www.vivino.com/trinity-hill-homage-syrah/w/17607?year=2015&price_id=14187782,https://images.vivino.com/thumbs/WMIWmcNwT_qnYTYUPKb_Gw_pb_x600.png,Trinity Hill/Homage Syrah 2015,800
Yangarra,Ironheart Shiraz 2013,호주,McLaren Vale,Red wine,Shiraz/Syrah,4.3,"₩300,000",300000.0,oaky,black fruit,0.9985607094159579,0.5263554250159531,0.45872186527019637,0.4419968569231283,https://www.vivino.com/yangarra-estate-vineyard-ironheart-shiraz/w/1542349?year=2013&price_id=23466123,https://images.vivino.com/thumbs/JzJc3sG8QKmwfJE8zFu3kA_pb_x600.png,Yangarra/Ironheart Shiraz 2013,832
Destiny Bay Vineyards,Destinae 2010,뉴질랜드,Waiheke Island,Red wine,Blend,4.3,"₩193,325",193325.0,oaky,black fruit,0.7412514720161059,0.416157370632421,0.3669576860001743,0.5853813488480958,https://www.vivino.com/destiny-bay-vineyards-destinae/w/2938880?year=2010&price_id=9507147,https://images.vivino.com/thumbs/TaOD8D8CSb-QbHCYokJmbg_150x200.jpg,Destiny Bay Vineyards/Destinae 2010,292
Gentleman's Collection,Cabernet Sauvignon (Batch No. 1 & 3) 2013,호주,South Eastern Australia,Red wine,Cabernet Sauvignon,4.3,"₩100,000",100000.0,oaky,black fruit,0.8909971362164592,0.5624131421219628,0.3184007668966829,0.5036506503494166,https://www.vivino.com/au-gentlemans-collection-cabernet-sauvignon-batch-no-1-3/w/4316862?year=2013&price_id=23467441,https://images.vivino.com/thumbs/KC03cJKwT42QTXXYTUT5gw_pb_x600.png,Gentleman's Collection/Cabernet Sauvignon (Batch No. 1 & 3) 2013,390
Podere le Ripi,Lupi e Sirene Riserva 2012,이탈리아,Brunello di Montalcino,Red wine,Sangiovese,4.3,"₩350,000",350000.0,earthy,oaky,0.5619206713114352,0.7079615238942981,0.19230924633386942,0.7047219714448123,https://www.vivino.com/podere-le-ripi-lupi-e-sirene-riserva/w/2307317?year=2012&price_id=29630059,https://images.vivino.com/thumbs/6hExzNCfRYWpymTgP2kwFQ_pb_x600.png,Podere le Ripi/Lupi e Sirene Riserva 2012,662
Prophet's Rock,Home Vineyard Pinot Noir 2019,뉴질랜드,Central Otago,Red wine,Pinot Noir,4.3,"₩49,351",49351.0,red fruit,oaky,0.3317568590480471,0.18616728882574773,0.15801121824073266,0.6923797104356839,https://www.vivino.com/prophet-s-rock-home-vineyard-pinot-noir/w/3647977?year=2019&price_id=26605304,https://images.vivino.com/thumbs/TIHBl7JbRnGwq8W8q_kgyg_pb_x600.png,Prophet's Rock/Home Vineyard Pinot Noir 2019,674
Stonyridge Vineyard,Larose Red Blend 2018,뉴질랜드,Waiheke Island,Red wine,Blend,4.3,"₩370,188",370188.0,black fruit,oaky,0.7693884646551084,0.6994153718733005,0.13546025684700885,0.7069100879392783,https://www.vivino.com/stonyridge-vineyard-larose-red-blend/w/1631901?year=2018&price_id=19991922,https://images.vivino.com/thumbs/zvZMN1UGTtyNk_LC4p9zPA_pb_x600.png,Stonyridge Vineyard/Larose Red Blend 2018,763
Lemos,Touriga Nacional 2013,포르투갈,Dão,Red wine,Touriga Nacional,4.3,"₩132,966",132966.0,black fruit,oaky,0.7984259624749879,0.6906850037801137,0.22037584275449007,0.6388805296418898,https://www.vivino.com/quinta-de-lemos-touriga-nacional/w/76414?year=2013&price_id=30109934,https://images.vivino.com/thumbs/Y45zDVztRKaY1wlkRyhcCw_pb_x600.png,Lemos/Touriga Nacional 2013,487
Newton,Merlot Unfiltered 2002,미국,Napa Valley,Red wine,Merlot,4.3,"₩106,373",106373.0,oaky,black fruit,0.7646873722993223,0.15309239836062427,0.4383234434294859,0.0,https://www.vivino.com/newton-merlot-unfiltered/w/1415493?year=2002&price_id=14650396,https://images.vivino.com/thumbs/Yu0gmUfSRUSAIFwn97XjFw_pb_x600.png,Newton/Merlot Unfiltered 2002,601
Brokenwood,Graveyard Vineyard Shiraz 2004,호주,Hunter Valley,Red wine,Shiraz/Syrah,4.3,"₩115,237",115237.0,oaky,black fruit,0.9536353659750441,0.47584190429311857,0.35963334732972596,0.43485337880763697,https://www.vivino.com/au-brokenwood-graveyard-vineyard-shiraz/w/1867807?year=2004&price_id=2754328,https://images.vivino.com/thumbs/eqCjMubCQxiJ_izq0MiZjQ_pb_x600.png,Brokenwood/Graveyard Vineyard Shiraz 2004,105
Pyramid Valley Vineyards,Earth Smoke Pinot Noir 2016,뉴질랜드,Canterbury,Red wine,Pinot Noir,4.3,"₩101,179",101179.0,earthy,red fruit,0.20335898550502846,0.12967337753536579,0.14333401994882072,0.7199531882168054,https://www.vivino.com/pyramid-valley-vineyards-earth-smoke-pinot-noir/w/1682074?year=2016&price_id=18532528,https://images.vivino.com/thumbs/A47W5lRGRpO6iQoFYQ-pRw_pb_x600.png,Pyramid Valley Vineyards/Earth Smoke Pinot Noir 2016,702
First Drop,The Cream 2015,호주,Barossa,Red wine,Shiraz/Syrah,4.3,"₩400,000",400000.0,oaky,black fruit,1.0,0.576585989851905,0.3078143444538634,0.47210084595579627,https://www.vivino.com/first-drop-the-cream/w/2587493?year=2015&price_id=29015837,https://images.vivino.com/thumbs/Zbjj85JwTVKGQuaFjNRZgg_pb_x600.png,First Drop/The Cream 2015,358
Buoncristiani,Cabernet Sauvignon 2013,미국,Napa Valley,Red wine,Cabernet Sauvignon,4.3,"₩280,000",280000.0,,,1.0,0.7021402960131219,0.11709137795805837,0.614292306149062,https://www.vivino.com/buoncristiani-family-winery-cabernet-sauvignon/w/14898?year=2013&price_id=26901943,https://images.vivino.com/thumbs/aoWXMH7QQMmVgzCgsLCkaQ_pb_x600.png,Buoncristiani/Cabernet Sauvignon 2013,110
Louis M. Martini,Napa Valley Cabernet Sauvignon 2016,미국,Napa Valley,Red wine,Cabernet Sauvignon,4.2,"₩97,508",97508.0,oaky,black fruit,1.0,0.6424027081236339,0.1874058214430017,0.5752459290467115,https://www.vivino.com/louis-m-martini-napa-valley-cabernet-sauvignon/w/83357?year=2016&price_id=24485777,https://images.vivino.com/thumbs/2VMr_OpcQtyJrK8lsQR3tw_pb_x600.png,Louis M. Martini/Napa Valley Cabernet Sauvignon 2016,495
Prunotto,Barolo 2016,이탈리아,Barolo,Red wine,Nebbiolo,4.2,"₩150,000",150000.0,red fruit,earthy,0.676626312989041,0.9049430330218361,0.0901166982245708,0.9576580733607516,https://www.vivino.com/prunotto-barolo/w/61134?year=2016&price_id=23467540,https://images.vivino.com/thumbs/5DB01rLjSA6lIn2AOAQwaQ_pb_x600.png,Prunotto/Barolo 2016,687
Imperial,Rioja Reserva 2016,스페인,Rioja,Red wine,Tempranillo,4.2,"₩150,000",150000.0,oaky,black fruit,0.7388800573894987,0.720159575330373,0.18878512632404557,0.6655552211856756,https://www.vivino.com/es-imperial-rioja-reserva/w/1137169?year=2016&price_id=23262017,https://images.vivino.com/thumbs/Si9NaUFtTMq5PvN8pT2mfA_pb_x600.png,Imperial/Rioja Reserva 2016,441
Chateau d'Armailhac,Pauillac (Grand Cru Classe) 2010,프랑스,Pauillac,Red wine,Cabernet Sauvignon,4.2,"₩220,000",220000.0,oaky,black fruit,0.843002233682865,0.8970070046319288,0.14481374234489752,0.8228080382519143,https://www.vivino.com/fr-chateau-darmailhac-pauillac-grand-cru-classe/w/4091?year=2010&price_id=25696276,https://images.vivino.com/thumbs/Xa4l7CUiTzSBwp025RSaig_pb_x600.png,Château d'Armailhac/Pauillac (Grand Cru Classé) 2010,240
Paraduxx,Proprietary Red 2016,미국,Napa Valley,Red wine,Blend,4.2,"₩134,863",134863.0,oaky,black fruit,1.0,0.5831514506647252,0.16804801819002876,0.6874149864580198,https://www.vivino.com/paraduxx-proprietary-red-napa-valley-red-wine-v-grftu/w/3960216?year=2016&price_id=28479157,https://images.vivino.com/thumbs/vlT903EeRi2hZwoFY2gYIQ_pb_x600.png,Paraduxx/Proprietary Red 2016,619
Imperial,Rioja Reserva 2014,스페인,Rioja,Red wine,Tempranillo,4.2,"₩150,000",150000.0,oaky,black fruit,0.7388800573894987,0.720159575330373,0.18878512632404557,0.6655552211856756,https://www.vivino.com/es-imperial-rioja-reserva/w/1137169?year=2014&price_id=23310995,https://images.vivino.com/thumbs/Si9NaUFtTMq5PvN8pT2mfA_pb_x600.png,Imperial/Rioja Reserva 2014,440
Freemark Abbey,Cabernet Sauvignon 2012,미국,Napa Valley,Red wine,Cabernet Sauvignon,4.2,"₩200,000",200000.0,oaky,black fruit,1.0,0.6419296412502522,0.11074705085444016,0.5720480155147625,https://www.vivino.com/freemark-abbey-cabernet-sauvignon/w/11298?year=2012&price_id=22927089,https://images.vivino.com/thumbs/y9AwRltRQ7uwZQtIEj_b5g_pb_x600.png,Freemark Abbey/Cabernet Sauvignon 2012,374
Argiano,Brunello di Montalcino 2011,이탈리아,Brunello di Montalcino,Red wine,Sangiovese,4.2,"₩93,076",93076.0,oaky,earthy,0.532231824940781,0.6464731464547248,0.1345913581518424,0.7163058815661885,https://www.vivino.com/argiano-brunello-di-montalcino/w/1242145?year=2011&price_id=14650550,https://images.vivino.com/thumbs/3kAHBTQ5R-mEbVPTMh_ENQ_pb_x600.png,Argiano/Brunello di Montalcino 2011,59
Chateau d'Armailhac,Pauillac (Grand Cru Classe) 2009,프랑스,Pauillac,Red wine,Cabernet Sauvignon,4.2,"₩220,000",220000.0,oaky,black fruit,0.843002233682865,0.8970070046319288,0.14481374234489752,0.8228080382519143,https://www.vivino.com/fr-chateau-darmailhac-pauillac-grand-cru-classe/w/4091?year=2009&price_id=25696275,https://images.vivino.com/thumbs/Xa4l7CUiTzSBwp025RSaig_pb_x600.png,Château d'Armailhac/Pauillac (Grand Cru Classé) 2009,239
Antinori,Villa Antinori Chianti Classico Riserva 2017,이탈리아,Chianti Classico,Red wine,Sangiovese,4.2,"₩60,000",60000.0,oaky,red fruit,0.5436740586084691,0.6588480453201011,0.1132770968840861,0.702438893904437,https://www.vivino.com/antinori-tuscany-villa-antinori-chianti-classico-riserva/w/1143960?year=2017&price_id=29015867,https://images.vivino.com/thumbs/_SapJlVIQHWqHJx3w1EbEQ_pb_x600.png,Antinori/Villa Antinori Chianti Classico Riserva 2017,56
Chateau Clerc Milon,Pauillac (Grand Cru Classe) 2011,프랑스,Pauillac,Red wine,Carménère,4.2,"₩350,000",350000.0,oaky,black fruit,0.8500810644375959,0.932164273577078,0.14963893268263312,0.8354244825626107,https://www.vivino.com/chateau-clerc-milon-pauillac-grand-cru-classe/w/4089?year=2011&price_id=25696266,https://images.vivino.com/thumbs/Qpv7KHq9QYe1lcj1XUAKVQ_pb_x600.png,Château Clerc Milon/Pauillac (Grand Cru Classé) 2011,201
Stags' Leap,Petite Sirah 2015,미국,Napa Valley,Red wine,Petite Sirah,4.2,"₩101,941",101941.0,black fruit,oaky,0.9259688619979605,0.9502660816946699,0.14144054570086276,0.5897562443575083,https://www.vivino.com/stags-leap-petite-sirah/w/78405?year=2015&price_id=17633380,https://images.vivino.com/thumbs/fL5_KXGsTI65FboRRKtLbQ_pb_x600.png,Stags' Leap/Petite Sirah 2015,751
Mascota Vineyards,Unanime Gran Vino Tinto 2016,아르헨티나,Mendoza,Red wine,Blend,4.2,"₩120,000",120000.0,oaky,black fruit,1.0,0.6464731464547248,0.11979215356947624,0.7264814257531681,https://www.vivino.com/mascota-vineyards-unanime-gran-vino-tinto/w/2273763?year=2016&price_id=23443989,https://images.vivino.com/thumbs/qj65DvSbSteYib4yYFu-_A_pb_x600.png,Mascota Vineyards/Unánime Gran Vino Tinto 2016,544
Prunotto,Barolo 2017,이탈리아,Barolo,Red wine,Nebbiolo,4.2,"₩150,000",150000.0,red fruit,earthy,0.676626312989041,0.9049430330218361,0.0901166982245708,0.9576580733607516,https://www.vivino.com/prunotto-barolo/w/61134?year=2017&price_id=23467541,https://images.vivino.com/thumbs/5DB01rLjSA6lIn2AOAQwaQ_pb_x600.png,Prunotto/Barolo 2017,688
